time,sensor_scenario,compartment/leaf_temperature,compartment/air_temperature,deltaT_raw
2024-09-03 07:30:00,noise_5,,22.679443219438912,
2024-09-03 07:40:00,noise_5,,22.996265294759333,
2024-09-03 07:50:00,noise_5,,23.3903809727176,
2024-09-03 08:00:00,noise_5,,23.972007178612127,
2024-09-03 08:10:00,noise_5,,24.44096746381489,
2024-09-03 08:20:00,noise_5,,24.373075286475856,
2024-09-03 08:30:00,noise_5,,24.293395889694498,
2024-09-03 08:40:00,noise_5,,24.412859709431732,
2024-09-03 08:50:00,noise_5,,24.984659556472504,
2024-09-03 09:00:00,noise_5,,24.723163476031335,
2024-09-03 09:10:00,noise_5,,24.690567307664516,
2024-09-03 09:20:00,noise_5,,24.710680993349442,
2024-09-03 09:30:00,noise_5,,24.584109103629554,
2024-09-03 09:40:00,noise_5,,24.52517791142465,
2024-09-03 09:50:00,noise_5,,24.611104902054922,
2024-09-03 10:00:00,noise_5,,24.832498007346807,
2024-09-03 10:10:00,noise_5,,24.61748631131262,
2024-09-03 10:20:00,noise_5,,24.069806213948436,
2024-09-03 10:30:00,noise_5,,23.764668820196896,
2024-09-03 10:40:00,noise_5,,23.7561133037935,
2024-09-03 10:50:00,noise_5,,23.693082716796177,
2024-09-03 11:00:00,noise_5,,23.910738997736576,
2024-09-03 11:10:00,noise_5,,24.220177111521362,
2024-09-03 11:20:00,noise_5,,24.572288664241558,
2024-09-03 11:30:00,noise_5,,24.456016131368234,
2024-09-03 11:40:00,noise_5,,24.582562048354422,
2024-09-03 11:50:00,noise_5,,24.83885664661789,
2024-09-03 12:00:00,noise_5,,24.54774048000843,
2024-09-03 12:10:00,noise_5,,24.75340590808783,
2024-09-03 12:20:00,noise_5,,24.8001365171162,
2024-09-03 12:30:00,noise_5,,25.145278889627804,
2024-09-03 12:40:00,noise_5,,24.668883253105157,
2024-09-03 12:50:00,noise_5,,25.08033716310906,
2024-09-03 13:00:00,noise_5,,25.45363240384107,
2024-09-03 13:10:00,noise_5,,24.793825338013686,
2024-09-03 13:20:00,noise_5,,24.466392420597238,
2024-09-03 13:30:00,noise_5,,24.051008049187413,
2024-09-03 13:40:00,noise_5,,24.338807840515404,
2024-09-03 13:50:00,noise_5,,24.311139446031152,
2024-09-03 14:00:00,noise_5,,23.938338621611084,
2024-09-03 14:10:00,noise_5,,23.817537709843112,
2024-09-03 14:20:00,noise_5,,23.768696545704422,
2024-09-03 14:30:00,noise_5,,23.387587568548646,
2024-09-03 14:40:00,noise_5,,23.918982871079514,
